site_id,datetime,variable,observation
kent,5/24/22,flow,0.06825
kent,5/31/22,chla,0.0027
kent,5/31/22,amm,77
kent,5/31/22,frp,24
kent,5/31/22,oxygen,5.79
kent,5/31/22,temperature,14.69133333
kent,5/31/22,don,440
kent,5/31/22,flow,0.06825
kent,6/7/22,chla,0.018
kent,6/7/22,amm,77
kent,6/7/22,frp,24
kent,6/7/22,oxygen,8.3
kent,6/7/22,temperature,12.97033333
kent,6/7/22,don,440
kent,6/7/22,flow,0.06825
kent,6/14/22,chla,0.00235
kent,6/14/22,amm,58
kent,6/14/22,frp,29
kent,6/14/22,oxygen,5.26
kent,6/14/22,temperature,16.014
kent,6/14/22,don,360
kent,6/14/22,flow,0.179625002
kent,6/21/22,chla,0.00235
kent,6/21/22,amm,58
kent,6/21/22,frp,29
kent,6/21/22,oxygen,5.26
kent,6/21/22,temperature,16.014
kent,6/21/22,don,360
kent,6/21/22,flow,0.179625002
kent,6/28/22,chla,0.0018
kent,6/28/22,amm,58
kent,6/28/22,frp,25
kent,6/28/22,oxygen,6.33
kent,6/28/22,temperature,14.24866667
kent,6/28/22,don,470
kent,6/28/22,flow,0.098125
kent,7/5/22,chla,0.00375
kent,7/5/22,amm,58
kent,7/5/22,frp,25
kent,7/5/22,oxygen,6.43
kent,7/5/22,temperature,12.14716667
kent,7/5/22,don,470
kent,7/5/22,flow,0.258291669
kent,7/12/22,chla,0.0027
kent,7/12/22,amm,79
kent,7/12/22,frp,22
kent,7/12/22,oxygen,6.45
kent,7/12/22,temperature,13.30566667
kent,7/12/22,don,340
kent,7/12/22,flow,0.271583331
kent,7/19/22,chla,0.0017
kent,7/19/22,amm,79
kent,7/19/22,frp,22
kent,7/19/22,oxygen,6.51
kent,7/19/22,temperature,14.26
kent,7/19/22,don,340
kent,7/19/22,flow,0.271583331
kent,7/26/22,chla,9e-04
kent,7/26/22,amm,10
kent,7/26/22,frp,28
kent,7/26/22,oxygen,6.82
kent,7/26/22,temperature,13.888
kent,7/26/22,don,520
kent,7/26/22,flow,0.981708335
kent,8/2/22,chla,0.0021
kent,8/2/22,amm,10
kent,8/2/22,frp,28
kent,8/2/22,oxygen,7.18
kent,8/2/22,temperature,13.78733333
kent,8/2/22,don,520
kent,8/2/22,flow,2.698208352
kent,8/9/22,chla,6e-04
kent,8/9/22,amm,30
kent,8/9/22,frp,40
kent,8/9/22,oxygen,7.18
kent,8/9/22,temperature,13.78733333
kent,8/9/22,don,550
kent,8/9/22,flow,3.594541679
kent,8/16/22,chla,0.00075
kent,8/16/22,amm,30
kent,8/16/22,frp,40
kent,8/16/22,oxygen,6.98
kent,8/16/22,temperature,15.84333333
kent,8/16/22,don,550
kent,8/16/22,flow,3.43083335
kent,8/23/22,chla,9e-04
kent,8/23/22,amm,50
kent,8/23/22,frp,36
kent,8/23/22,oxygen,7.85
kent,8/23/22,temperature,14.11766667
kent,8/23/22,don,560
kent,8/23/22,flow,0.72420833
kent,8/30/22,chla,0.00165
kent,8/30/22,amm,50
kent,8/30/22,frp,36
kent,8/30/22,oxygen,7.23
kent,8/30/22,temperature,14.159
kent,8/30/22,don,560
kent,8/30/22,flow,0.445624997
kent,9/6/22,chla,0.0027
kent,9/6/22,amm,52
kent,9/6/22,frp,38
kent,9/6/22,oxygen,7.17
kent,9/6/22,temperature,15.55966667
kent,9/6/22,don,440
kent,9/6/22,flow,0.780749997
kent,9/13/22,chla,0.0021
kent,9/13/22,amm,52
kent,9/13/22,frp,38
kent,9/13/22,oxygen,7
kent,9/13/22,temperature,16.90733333
kent,9/13/22,don,440
kent,9/13/22,flow,0.895666669
kent,9/20/22,chla,0.0031
kent,9/20/22,amm,61
kent,9/20/22,frp,35
kent,9/20/22,oxygen,7.05
kent,9/20/22,temperature,16.10766667
kent,9/20/22,don,440
kent,9/20/22,flow,0.601888888
kent,9/27/22,chla,0.00285
kent,9/27/22,amm,61
kent,9/27/22,frp,35
kent,9/27/22,oxygen,7.12
kent,9/27/22,temperature,17.47366667
kent,9/27/22,don,440
kent,9/27/22,flow,0.221533332
kent,10/4/22,chla,0.0028
kent,10/4/22,amm,50
kent,10/4/22,frp,35
kent,10/4/22,oxygen,7.24
kent,10/4/22,temperature,17.47066667
kent,10/4/22,don,450
kent,10/4/22,flow,0.221533332
kent,10/11/22,chla,0.00335
kent,10/11/22,amm,50
kent,10/11/22,frp,35
kent,10/11/22,oxygen,7.23
kent,10/11/22,temperature,17.59266667
kent,10/11/22,don,450
kent,10/11/22,flow,0.221533332
kent,10/18/22,chla,0.0054
kent,10/18/22,amm,33
kent,10/18/22,frp,24
kent,10/18/22,oxygen,7.08
kent,10/18/22,temperature,18.86066667
kent,10/18/22,don,530
kent,10/18/22,flow,0.140291668
kent,10/25/22,chla,0.0105
kent,10/25/22,amm,33
kent,10/25/22,frp,24
kent,10/25/22,oxygen,6.84
kent,10/25/22,temperature,19.30066667
kent,10/25/22,don,530
kent,10/25/22,flow,0.175208331
kent,11/1/22,chla,0.0043
kent,11/1/22,amm,10
kent,11/1/22,frp,14
kent,11/1/22,oxygen,5.62
kent,11/1/22,temperature,17.84566667
kent,11/1/22,don,490
kent,11/1/22,flow,0.124749999
kent,11/8/22,chla,0.0165
kent,11/8/22,amm,10
kent,11/8/22,frp,14
kent,11/8/22,oxygen,2.65
kent,11/8/22,temperature,20.91966667
kent,11/8/22,don,490
kent,11/8/22,flow,0.072416667
kent,11/15/22,chla,0.012
kent,11/15/22,amm,53
kent,11/15/22,frp,26
kent,11/15/22,oxygen,4.08
kent,11/15/22,temperature,19.55633333
kent,11/15/22,don,410
kent,11/15/22,flow,0.083541667
kent,11/22/22,chla,0.0075
kent,11/22/22,amm,53
kent,11/22/22,frp,26
kent,11/22/22,oxygen,4.96
kent,11/22/22,temperature,19.60566667
kent,11/22/22,don,410
kent,11/22/22,flow,0.140999999
kent,11/29/22,chla,0.015
kent,11/29/22,amm,20
kent,11/29/22,frp,12
kent,11/29/22,oxygen,7
kent,11/29/22,temperature,22.45766667
kent,11/29/22,don,520
kent,11/29/22,flow,0.098208334
kent,12/6/22,chla,0.01495
kent,12/6/22,amm,20
kent,12/6/22,frp,12
kent,12/6/22,oxygen,6.03
kent,12/6/22,temperature,22.993
kent,12/6/22,don,520
kent,12/6/22,flow,0.08125
kent,12/13/22,chla,0.014
kent,12/13/22,amm,18
kent,12/13/22,frp,9
kent,12/13/22,oxygen,5.22
kent,12/13/22,temperature,21.886
kent,12/13/22,don,550
kent,12/13/22,flow,0.068791667
kent,12/20/22,chla,0.01185
kent,12/20/22,amm,18
kent,12/20/22,frp,9
kent,12/20/22,oxygen,4.66
kent,12/20/22,temperature,24.064
kent,12/20/22,don,550
kent,12/20/22,flow,0.068791667
kent,12/27/22,chla,0.00635
kent,12/27/22,amm,23
kent,12/27/22,frp,5
kent,12/27/22,oxygen,2.65
kent,12/27/22,temperature,24.82766667
kent,12/27/22,don,470
kent,12/27/22,flow,0.057916667
kent,1/3/23,chla,0.00635
kent,1/3/23,amm,23
kent,1/3/23,frp,5
kent,1/3/23,oxygen,2.65
kent,1/3/23,temperature,24.82766667
kent,1/3/23,don,470
kent,1/3/23,flow,0.057916667
kent,1/10/23,chla,0.0094
kent,1/10/23,amm,43
kent,1/10/23,frp,16
kent,1/10/23,oxygen,1.48
kent,1/10/23,temperature,26.003
kent,1/10/23,don,470
kent,1/10/23,flow,0.052041667
kent,1/17/23,chla,0.015
kent,1/17/23,amm,43
kent,1/17/23,frp,16
kent,1/17/23,oxygen,5.38
kent,1/17/23,temperature,23.76533333
kent,1/17/23,don,470
kent,1/17/23,flow,0.043875
kent,1/24/23,chla,0.02
kent,1/24/23,amm,17
kent,1/24/23,frp,8
kent,1/24/23,oxygen,0.3
kent,1/24/23,temperature,27.502
kent,1/24/23,don,510
kent,1/24/23,flow,0.043875
kent,1/31/23,chla,0.054
kent,1/31/23,amm,17
kent,1/31/23,frp,8
kent,1/31/23,oxygen,5.85
kent,1/31/23,temperature,27.12633333
kent,1/31/23,don,510
kent,1/31/23,flow,0.045208334
kent,2/7/23,chla,0.076
kent,2/7/23,amm,26
kent,2/7/23,frp,6
kent,2/7/23,oxygen,8.72
kent,2/7/23,temperature,26.257
kent,2/7/23,don,580
kent,2/7/23,flow,0.042916667
kent,2/14/23,chla,0.0935
kent,2/14/23,amm,26
kent,2/14/23,frp,6
kent,2/14/23,oxygen,6.9
kent,2/14/23,temperature,25.69933333
kent,2/14/23,don,580
kent,2/14/23,flow,0.035375
kent,2/21/23,chla,0.027
kent,2/21/23,amm,15
kent,2/21/23,frp,8
kent,2/21/23,oxygen,4.93
kent,2/21/23,temperature,25.99966667
kent,2/21/23,don,520
kent,2/21/23,flow,0.007666667
kent,2/28/23,chla,0.135
kent,2/28/23,amm,15
kent,2/28/23,frp,8
kent,2/28/23,oxygen,7.65
kent,2/28/23,temperature,25.03333333
kent,2/28/23,don,520
kent,2/28/23,flow,0.042125
kent,3/7/23,chla,0.1
kent,3/7/23,amm,23
kent,3/7/23,frp,9
kent,3/7/23,oxygen,5.8
kent,3/7/23,temperature,23.654
kent,3/7/23,don,500
kent,3/7/23,flow,0.032375
kent,3/14/23,chla,0.1045
kent,3/14/23,amm,23
kent,3/14/23,frp,9
kent,3/14/23,oxygen,5.94
kent,3/14/23,temperature,23.84866667
kent,3/14/23,don,500
kent,3/14/23,flow,0.087000001
kent,3/21/23,chla,0.083
kent,3/21/23,amm,28
kent,3/21/23,frp,12
kent,3/21/23,oxygen,7.22
kent,3/21/23,temperature,23.25766667
kent,3/21/23,don,470
kent,3/21/23,flow,0.087000001
kent,3/28/23,chla,0.14
kent,3/28/23,amm,28
kent,3/28/23,frp,12
kent,3/28/23,oxygen,6.34
kent,3/28/23,temperature,21.876
kent,3/28/23,don,470
kent,3/28/23,flow,0.087000001
kent,4/4/23,chla,0.0084
kent,4/4/23,amm,39
kent,4/4/23,frp,27
kent,4/4/23,oxygen,2.05
kent,4/4/23,temperature,20.234
kent,4/4/23,don,600
kent,4/4/23,flow,0.087000001
kent,4/11/23,chla,0.018
kent,4/11/23,amm,39
kent,4/11/23,frp,27
kent,4/11/23,oxygen,5.87
kent,4/11/23,temperature,19.592
kent,4/11/23,don,600
kent,4/11/23,flow,0.074958333
kent,4/18/23,chla,0.027
kent,4/18/23,amm,15
kent,4/18/23,frp,10
kent,4/18/23,oxygen,8.28
kent,4/18/23,temperature,18.45666667
kent,4/18/23,don,460
kent,4/18/23,flow,0.074958333
kent,4/25/23,chla,0.022
kent,4/25/23,amm,15
kent,4/25/23,frp,10
kent,4/25/23,oxygen,5.58
kent,4/25/23,temperature,17.513
kent,4/25/23,don,460
kent,4/25/23,flow,0.214416667
kent,5/2/23,chla,0.018
kent,5/2/23,amm,19
kent,5/2/23,frp,13
kent,5/2/23,oxygen,8.1
kent,5/2/23,temperature,16.09666667
kent,5/2/23,don,410
kent,5/2/23,flow,0.072333335
kent,5/9/23,chla,0.025
kent,5/9/23,amm,19
kent,5/9/23,frp,13
kent,5/9/23,oxygen,5.8
kent,5/9/23,temperature,16.11333333
kent,5/9/23,don,410
kent,5/9/23,flow,0.108708334
kent,5/16/23,chla,0.02
kent,5/16/23,amm,12
kent,5/16/23,frp,12
kent,5/16/23,oxygen,9.34
kent,5/16/23,temperature,15.791
kent,5/16/23,don,400
kent,5/16/23,flow,0.086041667
kent,5/23/23,chla,0.022
kent,5/23/23,amm,12
kent,5/23/23,frp,12
kent,5/23/23,oxygen,7.21
kent,5/23/23,temperature,15.486
kent,5/23/23,don,400
kent,5/23/23,flow,0.150708334
kent,5/30/23,chla,0.015
kent,5/30/23,amm,43
kent,5/30/23,frp,42
kent,5/30/23,oxygen,6.62
kent,5/30/23,temperature,14.01833333
kent,5/30/23,don,390
kent,5/30/23,flow,0.451083331
kent,6/6/23,chla,0.0023
kent,6/6/23,amm,43
kent,6/6/23,frp,42
kent,6/6/23,oxygen,7.46
kent,6/6/23,temperature,12.406
kent,6/6/23,don,390
kent,6/6/23,flow,0.451083331
kent,6/13/23,chla,0.0013
kent,6/13/23,amm,16
kent,6/13/23,frp,18
kent,6/13/23,oxygen,7.65
kent,6/13/23,temperature,14.54033333
kent,6/13/23,don,460
kent,6/13/23,flow,0.451083331
kent,6/20/23,chla,0.00135
kent,6/20/23,amm,16
kent,6/20/23,frp,18
kent,6/20/23,oxygen,7.1
kent,6/20/23,temperature,13.025
kent,6/20/23,don,460
kent,6/20/23,flow,0.245333336
kent,6/27/23,chla,0.0012
kent,6/27/23,amm,64
kent,6/27/23,frp,32
kent,6/27/23,oxygen,7.05
kent,6/27/23,temperature,12.00133333
kent,6/27/23,don,510
kent,6/27/23,flow,0.245333336
kent,7/4/23,chla,0.0013
kent,7/4/23,amm,64
kent,7/4/23,frp,32
kent,7/4/23,oxygen,7.76
kent,7/4/23,temperature,12.38
kent,7/4/23,don,510
kent,7/4/23,flow,0.538500004
kent,7/11/23,chla,0.0012
kent,7/11/23,amm,69
kent,7/11/23,frp,30
kent,7/11/23,oxygen,6.55
kent,7/11/23,temperature,14.94933333
kent,7/11/23,don,470
kent,7/11/23,flow,0.265041667
kent,7/18/23,chla,0.0018
kent,7/18/23,amm,69
kent,7/18/23,frp,30
kent,7/18/23,oxygen,7
kent,7/18/23,temperature,13.012
kent,7/18/23,don,470
kent,7/18/23,flow,0.504041663
kent,7/25/23,chla,0.0016
kent,7/25/23,amm,44
kent,7/25/23,frp,25
kent,7/25/23,oxygen,8.11
kent,7/25/23,temperature,13.484
kent,7/25/23,don,540
kent,7/25/23,flow,0.504041663
kent,8/1/23,chla,0.00145
kent,8/1/23,amm,44
kent,8/1/23,frp,25
kent,8/1/23,oxygen,7.91
kent,8/1/23,temperature,14.715
kent,8/1/23,don,540
kent,8/1/23,flow,0.504041663
kent,8/8/23,chla,0.001
kent,8/8/23,amm,68
kent,8/8/23,frp,25
kent,8/8/23,oxygen,7.67
kent,8/8/23,temperature,14.47233333
kent,8/8/23,don,510
kent,8/8/23,flow,0.602833332
kent,8/15/23,chla,0.002
kent,8/15/23,amm,68
kent,8/15/23,frp,25
kent,8/15/23,oxygen,7.55
kent,8/15/23,temperature,14.79233333
kent,8/15/23,don,510
kent,8/15/23,flow,2.494333334
kent,8/22/23,chla,0.0011
kent,8/22/23,amm,46
kent,8/22/23,frp,29
kent,8/22/23,oxygen,7.48
kent,8/22/23,temperature,14.568
kent,8/22/23,don,500
kent,8/22/23,flow,0.418583331
kent,8/29/23,chla,0.0028
kent,8/29/23,amm,46
kent,8/29/23,frp,29
kent,8/29/23,oxygen,6.38
kent,8/29/23,temperature,16.62533333
kent,8/29/23,don,500
kent,8/29/23,flow,0.27729167
kent,9/5/23,chla,0.0039
kent,9/5/23,amm,40
kent,9/5/23,frp,28
kent,9/5/23,oxygen,6.56
kent,9/5/23,temperature,16.451
kent,9/5/23,don,410
kent,9/5/23,flow,0.384708334
kent,9/12/23,chla,0.0038
kent,9/12/23,amm,40
kent,9/12/23,frp,28
kent,9/12/23,oxygen,6.57
kent,9/12/23,temperature,17.76533333
kent,9/12/23,don,410
kent,9/12/23,flow,0.384708334
kent,9/19/23,chla,0.0016
kent,9/19/23,amm,21
kent,9/19/23,frp,27
kent,9/19/23,oxygen,6.2
kent,9/19/23,temperature,17.13933333
kent,9/19/23,don,500
kent,9/19/23,flow,0.410958336
kent,9/26/23,chla,0.00935
kent,9/26/23,amm,21
kent,9/26/23,frp,27
kent,9/26/23,oxygen,5.68
kent,9/26/23,temperature,18.782
kent,9/26/23,don,500
kent,9/26/23,flow,0.222499999
kent,10/3/23,chla,0.0041
kent,10/3/23,amm,11
kent,10/3/23,frp,10
kent,10/3/23,oxygen,6.08
kent,10/3/23,temperature,17.95933333
kent,10/3/23,don,520
kent,10/3/23,flow,0.229291666
kent,10/10/23,chla,0.0295
kent,10/10/23,amm,11
kent,10/10/23,frp,10
kent,10/10/23,oxygen,3.29
kent,10/10/23,temperature,20.85133333
kent,10/10/23,don,520
kent,10/10/23,flow,0.087666666
kent,10/17/23,chla,0.014
kent,10/17/23,amm,24
kent,10/17/23,frp,14
kent,10/17/23,oxygen,4.33
kent,10/17/23,temperature,21.115
kent,10/17/23,don,510
kent,10/17/23,flow,0.1005
kent,10/24/23,chla,0.0165
kent,10/24/23,amm,24
kent,10/24/23,frp,14
kent,10/24/23,oxygen,5.76
kent,10/24/23,temperature,19.92366667
kent,10/24/23,don,510
kent,10/24/23,flow,0.063000001
kent,10/31/23,chla,0.012
kent,10/31/23,amm,18
kent,10/31/23,frp,11
kent,10/31/23,oxygen,7
kent,10/31/23,temperature,19.356
kent,10/31/23,don,530
kent,10/31/23,flow,0.089666668
kent,11/7/23,chla,0.01075
kent,11/7/23,amm,18
kent,11/7/23,frp,11
kent,11/7/23,oxygen,3.86
kent,11/7/23,temperature,23.96433333
kent,11/7/23,don,530
kent,11/7/23,flow,0.079916667
kent,11/14/23,chla,0.0082
kent,11/14/23,amm,15
kent,11/14/23,frp,8
kent,11/14/23,oxygen,6.94
kent,11/14/23,temperature,21.94733333
kent,11/14/23,don,520
kent,11/14/23,flow,0.079916667
kent,11/21/23,chla,0.0066
kent,11/21/23,amm,15
kent,11/21/23,frp,8
kent,11/21/23,oxygen,5.94
kent,11/21/23,temperature,23.838
kent,11/21/23,don,520
kent,11/21/23,flow,0.043208334
kent,11/28/23,chla,0.017
kent,11/28/23,amm,10
kent,11/28/23,frp,7
kent,11/28/23,oxygen,6.64
kent,11/28/23,temperature,25.39366667
kent,11/28/23,don,570
kent,11/28/23,flow,0.056208333
kent,12/5/23,chla,0.0435
kent,12/5/23,amm,10
kent,12/5/23,frp,7
kent,12/5/23,oxygen,5.05
kent,12/5/23,temperature,25.572
kent,12/5/23,don,570
kent,12/5/23,flow,0.045833333
kent,12/12/23,chla,0.016
kent,12/12/23,amm,11
kent,12/12/23,frp,10
kent,12/12/23,oxygen,4.8
kent,12/12/23,temperature,24.422
kent,12/12/23,don,470
kent,12/12/23,flow,0.037291667
kent,12/19/23,chla,0.023
kent,12/19/23,amm,11
kent,12/19/23,frp,10
kent,12/19/23,oxygen,9.84
kent,12/19/23,temperature,24.21333333
kent,12/19/23,don,470
kent,12/19/23,flow,0.058208333
kent,12/26/23,chla,0.023
kent,12/26/23,amm,11
kent,12/26/23,frp,10
kent,12/26/23,oxygen,6.83
kent,12/26/23,temperature,24.58466667
kent,12/26/23,don,470
kent,12/26/23,flow,0.041708334
kent,1/2/24,chla,0.023
kent,1/2/24,amm,11
kent,1/2/24,frp,10
kent,1/2/24,oxygen,6.83
kent,1/2/24,temperature,24.58466667
kent,1/2/24,don,470
kent,1/2/24,flow,0.041708334
kent,1/9/24,chla,0.014
kent,1/9/24,amm,17
kent,1/9/24,frp,5
kent,1/9/24,oxygen,7.18
kent,1/9/24,temperature,25.897
kent,1/9/24,don,480
kent,1/9/24,flow,0.041708334
kent,1/16/24,chla,0.045
kent,1/16/24,amm,17
kent,1/16/24,frp,5
kent,1/16/24,oxygen,7.95
kent,1/16/24,temperature,28.96033333
kent,1/16/24,don,480
kent,1/16/24,flow,0.035291667
kent,1/23/24,chla,0.0062
kent,1/23/24,amm,41
kent,1/23/24,frp,5
kent,1/23/24,oxygen,5.8
kent,1/23/24,temperature,26.571
kent,1/23/24,don,510
kent,1/23/24,flow,0.061541667
kent,1/30/24,chla,0.01125
kent,1/30/24,amm,41
kent,1/30/24,frp,5
kent,1/30/24,oxygen,6.14
kent,1/30/24,temperature,24.66066667
kent,1/30/24,don,510
kent,1/30/24,flow,0.061541667
kent,2/6/24,chla,0.0043
kent,2/6/24,amm,55
kent,2/6/24,frp,5
kent,2/6/24,oxygen,8.96
kent,2/6/24,temperature,24.688
kent,2/6/24,don,460
kent,2/6/24,flow,0.063875001
kent,2/13/24,chla,0.00375
kent,2/13/24,amm,55
kent,2/13/24,frp,5
kent,2/13/24,oxygen,9.57
kent,2/13/24,temperature,26.03
kent,2/13/24,don,460
kent,2/13/24,flow,0.063875001
kent,2/20/24,chla,0.006
kent,2/20/24,amm,52
kent,2/20/24,frp,6
kent,2/20/24,oxygen,8.1
kent,2/20/24,temperature,27.596
kent,2/20/24,don,410
kent,2/20/24,flow,0.069833333
kent,2/27/24,chla,0.0104
kent,2/27/24,amm,52
kent,2/27/24,frp,6
kent,2/27/24,oxygen,9.72
kent,2/27/24,temperature,24.39666667
kent,2/27/24,don,410
kent,2/27/24,flow,0.034583333
kent,3/5/24,chla,0.0072
kent,3/5/24,amm,59
kent,3/5/24,frp,7
kent,3/5/24,oxygen,9.22
kent,3/5/24,temperature,24.87233333
kent,3/5/24,don,390
kent,3/5/24,flow,0.027625
kent,3/12/24,chla,0.0073
kent,3/12/24,amm,59
kent,3/12/24,frp,7
kent,3/12/24,oxygen,8.94
kent,3/12/24,temperature,23.66766667
kent,3/12/24,don,390
kent,3/12/24,flow,0.033791667
kent,3/19/24,chla,0.0055
kent,3/19/24,amm,34
kent,3/19/24,frp,8
kent,3/19/24,oxygen,10.26
kent,3/19/24,temperature,23.44233333
kent,3/19/24,don,330
kent,3/19/24,flow,0.033791667
kent,3/26/24,chla,0.00685
kent,3/26/24,amm,34
kent,3/26/24,frp,8
kent,3/26/24,oxygen,11.29
kent,3/26/24,temperature,21.49433333
kent,3/26/24,don,330
kent,3/26/24,flow,0.031041667
kent,4/2/24,chla,0.0047
kent,4/2/24,amm,20
kent,4/2/24,frp,5
kent,4/2/24,oxygen,11.53
kent,4/2/24,temperature,21.31
kent,4/2/24,don,350
kent,4/2/24,flow,0.032541667
kent,4/9/24,chla,0.013
kent,4/9/24,amm,20
kent,4/9/24,frp,5
kent,4/9/24,oxygen,7.82
kent,4/9/24,temperature,21.417
kent,4/9/24,don,350
kent,4/9/24,flow,0.030833333
kent,4/16/24,chla,0.0044
kent,4/16/24,amm,36
kent,4/16/24,frp,6
kent,4/16/24,oxygen,9.17
kent,4/16/24,temperature,20.53033333
kent,4/16/24,don,340
kent,4/16/24,flow,0.033625
kent,4/23/24,chla,0.00405
kent,4/23/24,amm,36
kent,4/23/24,frp,6
kent,4/23/24,oxygen,6.05
kent,4/23/24,temperature,19.103
kent,4/23/24,don,340
kent,4/23/24,flow,0.038583334
kent,4/30/24,chla,0.0039
kent,4/30/24,amm,67
kent,4/30/24,frp,5
kent,4/30/24,oxygen,6.77
kent,4/30/24,temperature,18.007
kent,4/30/24,don,310
kent,4/30/24,flow,0.04875
kent,5/7/24,chla,0.003
kent,5/7/24,amm,67
kent,5/7/24,frp,5
kent,5/7/24,oxygen,7.94
kent,5/7/24,temperature,17.297
kent,5/7/24,don,310
kent,5/7/24,flow,0.0315
kent,5/14/24,chla,0.0035
kent,5/14/24,amm,24
kent,5/14/24,frp,6
kent,5/14/24,oxygen,6.61
kent,5/14/24,temperature,18.89666667
kent,5/14/24,don,300
kent,5/14/24,flow,0.0315
kent,5/21/24,chla,0.0088
kent,5/21/24,amm,24
kent,5/21/24,frp,6
kent,5/21/24,oxygen,3.06
kent,5/21/24,temperature,17.553
kent,5/21/24,don,300
kent,5/21/24,flow,0.04125
kent,5/28/24,chla,0.0064
kent,5/28/24,amm,110
kent,5/28/24,frp,34
kent,5/28/24,oxygen,3.06
kent,5/28/24,temperature,17.553
kent,5/28/24,don,520
kent,5/28/24,flow,0.413875002
kent,6/4/24,chla,0.0038
kent,6/4/24,amm,110
kent,6/4/24,frp,34
kent,6/4/24,oxygen,6.33
kent,6/4/24,temperature,17.077
kent,6/4/24,don,520
kent,6/4/24,flow,0.040708333
kent,6/11/24,chla,0.0018
kent,6/11/24,amm,110
kent,6/11/24,frp,34
kent,6/11/24,oxygen,5.25
kent,6/11/24,temperature,17.15533333
kent,6/11/24,don,520
kent,6/11/24,flow,0.122083333
kent,6/18/24,chla,0.0035
kent,6/18/24,amm,110
kent,6/18/24,frp,34
kent,6/18/24,oxygen,6.22
kent,6/18/24,temperature,15.13366667
kent,6/18/24,don,520
kent,6/18/24,flow,0.026541667
kent,6/25/24,chla,0.0033
kent,6/25/24,amm,64
kent,6/25/24,frp,23
kent,6/25/24,oxygen,6.31
kent,6/25/24,temperature,12.60333333
kent,6/25/24,don,360
kent,6/25/24,flow,0.026541667
kent,7/2/24,chla,0.0037
kent,7/2/24,amm,64
kent,7/2/24,frp,23
kent,7/2/24,oxygen,7.43
kent,7/2/24,temperature,14.27566667
kent,7/2/24,don,360
kent,7/2/24,flow,0.056458334
kent,7/9/24,chla,0.00285
kent,7/9/24,amm,62
kent,7/9/24,frp,25
kent,7/9/24,oxygen,5.93
kent,7/9/24,temperature,13.79533333
kent,7/9/24,don,490
kent,7/9/24,flow,0.112916667
kent,7/16/24,chla,0.00285
kent,7/16/24,amm,62
kent,7/16/24,frp,25
kent,7/16/24,oxygen,5.93
kent,7/16/24,temperature,13.79533333
kent,7/16/24,don,490
kent,7/16/24,flow,0.112916667
kent,7/23/24,chla,0.00115
kent,7/23/24,amm,48
kent,7/23/24,frp,29
kent,7/23/24,oxygen,6.18
kent,7/23/24,temperature,15.689
kent,7/23/24,don,430
kent,7/23/24,flow,2.192833354
kent,7/30/24,chla,0.00115
kent,7/30/24,amm,48
kent,7/30/24,frp,29
kent,7/30/24,oxygen,6.18
kent,7/30/24,temperature,15.689
kent,7/30/24,don,430
kent,7/30/24,flow,1.979125002
kent,8/6/24,chla,0.001
kent,8/6/24,amm,53
kent,8/6/24,frp,33
kent,8/6/24,oxygen,6.9
kent,8/6/24,temperature,13.70466667
kent,8/6/24,don,520
kent,8/6/24,flow,1.979125002
kent,8/13/24,chla,0.00135
kent,8/13/24,amm,53
kent,8/13/24,frp,33
kent,8/13/24,oxygen,6.01
kent,8/13/24,temperature,16.38933333
kent,8/13/24,don,520
kent,8/13/24,flow,0.819708327
kent,8/20/24,chla,0.0013
kent,8/20/24,amm,44
kent,8/20/24,frp,38
kent,8/20/24,oxygen,6.44
kent,8/20/24,temperature,14.91766667
kent,8/20/24,don,340
kent,8/20/24,flow,1.387250001
kent,8/27/24,chla,0.001
kent,8/27/24,amm,44
kent,8/27/24,frp,38
kent,8/27/24,oxygen,6.97
kent,8/27/24,temperature,16.74166667
kent,8/27/24,don,340
kent,8/27/24,flow,0.935708341
kent,9/3/24,chla,0.0014
kent,9/3/24,amm,41
kent,9/3/24,frp,32
kent,9/3/24,oxygen,6.97
kent,9/3/24,temperature,16.73633333
kent,9/3/24,don,390
kent,9/3/24,flow,0.637291672
kent,9/10/24,chla,0.00115
kent,9/10/24,amm,41
kent,9/10/24,frp,32
kent,9/10/24,oxygen,7.65
kent,9/10/24,temperature,16.015
kent,9/10/24,don,390
kent,9/10/24,flow,0.795499998
kent,9/17/24,chla,0.0018
kent,9/17/24,amm,34
kent,9/17/24,frp,29
kent,9/17/24,oxygen,6.51
kent,9/17/24,temperature,17.50733333
kent,9/17/24,don,500
kent,9/17/24,flow,0.362999999
kent,9/24/24,chla,0.003
kent,9/24/24,amm,34
kent,9/24/24,frp,29
kent,9/24/24,oxygen,5.96
kent,9/24/24,temperature,17.73833333
kent,9/24/24,don,500
kent,9/24/24,flow,0.248999999
kent,10/1/24,chla,0.0048
kent,10/1/24,amm,26
kent,10/1/24,frp,33
kent,10/1/24,oxygen,6.5
kent,10/1/24,temperature,17.554
kent,10/1/24,don,490
kent,10/1/24,flow,0.248999999
kent,10/8/24,chla,0.01105
kent,10/8/24,amm,26
kent,10/8/24,frp,33
kent,10/8/24,oxygen,6.16
kent,10/8/24,temperature,19.984
kent,10/8/24,don,490
kent,10/8/24,flow,0.248999999
kent,10/15/24,chla,0.0087
kent,10/15/24,amm,31
kent,10/15/24,frp,26
kent,10/15/24,oxygen,6.88
kent,10/15/24,temperature,21.396
kent,10/15/24,don,490
kent,10/15/24,flow,0.146499999
